Volatility 3 Framework 1.0.1

Offset	Name	Size
0x3e1ecc48	\Windows\System32\wbem\esscli.dll	128
0x3e1ecec8	\Windows\System32\mmsys.cpl	128
0x3e1ecf80	\Windows\System32\ddrawex.dll	128
0x3e1ed038	\Users\Daniel\AppData\Roaming\Mozilla\Firefox\Profiles\4alc5cmj.default-release\webappsstore.sqlite	128
0x3e1ed930	\Windows\System32\provsvc.dll	128
0x3e1ee1f8	\Windows\System32\fr-FR\svchost.exe.mui	128
0x3e1eec98	\Windows\System32\wbem\WinMgmtR.dll	128
0x3e1ef038	\Windows\System32\mspatcha.dll	128
0x3e1f0f80	\Windows\System32\wbem\wbemess.dll	128
0x3e1f1188	\Windows\Fonts\simfang.ttf	128
0x3e1f1388	\Windows\System32\WFSR.dll	128
0x3e1f1528	\Windows\System32\PhotoMetadataHandler.dll	128
0x3e1f3eb8	\Windows\System32\ncobjapi.dll	128
0x3e1f4220	\Windows\Fonts\palabi.ttf	128
0x3e1f59d8	\Windows\System32\wbem\WmiPrvSD.dll	128
0x3e1f6c98	\Windows\System32\wbem\wmiutils.dll	128
0x3e1f6d58	\$Directory	128
0x3e1fa388	\Endpoint	128
0x3e1fc150	\Windows\inf\nettcpip.PNF	128
0x3e1fc388	\Windows\System32\pnrpnsp.dll	128
0x3e1fd1d0	\Windows\System32\cscdll.dll	128
0x3e1fd348	\Windows\Fonts\mangalb.ttf	128
0x3e1ff388	\$Directory	128
0x3e204be0	\Windows\System32\profapi.dll	128
0x3e205470	\Windows\System32\msiltcfg.dll	128
0x3e206ae0	\Windows\System32\tzres.dll	128
0x3e206eb8	\Windows\Fonts\marlett.ttf	128
0x3e2075a8	\Windows\System32\config\SAM	128
0x3e20c438	\Windows\Fonts\upclbi.ttf	128
0x3e211038	\Windows\System32\msshooks.dll	128
0x3e211b50	\Windows\System32\config\SAM.LOG1	128
0x3e211f80	\Windows\System32\userinit.exe	128
0x3e216038	\Windows\System32\credssp.dll	128
0x3e216b08	\Windows\System32\odbcad32.exe	128
0x3e216c60	\Windows\Fonts\Vanib.ttf	128
0x3e217f80	\Windows\System32\iscsicpl.dll	128
0x3e2187f0	\lsass	128
0x3e218b50	\Windows\System32\winlogon.exe	128
0x3e218c78	\Windows\System32\efslsaext.dll	128
0x3e218d30	\Windows\System32	128
0x3e218f80	\Windows\winsxs\Manifests\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_72d18a4386696c80.manifest	128
0x3e21a548	\Windows\Fonts\upcii.ttf	128
0x3e21d590	\Windows\Fonts\msyi.ttf	128
0x3e2221b8	\Windows\System32\winsta.dll	128
0x3e223838	\Windows\System32\fr-FR\winlogon.exe.mui	128
0x3e224258	\Windows\System32\wsecedit.dll	128
0x3e225a80	\Windows\System32\ws2_32.dll	128
0x3e22cb60	\Windows\Prefetch\SEARCHPROTOCOLHOST.EXE-AFAD3EF9.pf	128
0x3e22fa78	\Windows\Fonts\simhei.ttf	128
0x3e2304c8	\Windows\Fonts\cordiaub.ttf	128
0x3e231038	\protected_storage	128
0x3e231380	\Windows\System32\vaultcli.dll	128
0x3e231478	\Windows\winsxs\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_fr-fr_fa9fa5a24b1ee5f0	128
0x3e231608	\Endpoint	128
0x3e2317f0	\Windows\winsxs\x86_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.17514_none_0b66cb34258c936f\wcp.dll	128
0x3e24a160	\Windows\Fonts\segoeuii.ttf	128
0x3e24a360	\Windows\System32\vbscript.dll	128
0x3e24a7b0	\Windows\System32\avrt.dll	128
0x3e24b898	\Windows\Fonts\timesi.ttf	128
0x3e24baa0	\scerpc	128
0x3e24c238	\Windows\System32\bcryptprimitives.dll	128
0x3e24c418	\Windows\System32\fr-FR\wshtcpip.dll.mui	128
0x3e24d038	\Endpoint	128
0x3e24d1e0	\Windows\Fonts\malgunbd.ttf	128
0x3e24d798	\Windows\Fonts\timesbd.ttf	128
0x3e24e388	\Endpoint	128
0x3e24e440	\Windows\Fonts\timesbi.ttf	128
0x3e24eb88	\Windows\Fonts\times.ttf	128
0x3e251640	\$Directory	128
0x3e254698	\Windows\Fonts\meiryo.ttc	128
0x3e257130	\Windows\Fonts\nrkis.ttf	128
0x3e25e888	\Windows\Fonts\upclb.ttf	128
0x3e25f038	\Windows\System32\FirewallAPI.dll	128
0x3e25f450	\Endpoint	128
0x3e25f5d0	\Windows\Fonts\georgiai.ttf	128
0x3e26c038	\Windows\Fonts\KhmerUIb.ttf	128
0x3e26c7d0	\Windows\System32\fr-FR\user32.dll.mui	128
0x3e273d98	\Windows\System32\msiexec.exe	128
0x3e273eb8	\Windows\System32\version.dll	128
0x3e2740f8	\Windows\System32\dssenh.dll	128
0x3e2744b0	\ntsvcs	128
0x3e274568	\Windows\System32\apisetschema.dll	128
0x3e274940	\Windows\Prefetch\EXPLORER.EXE-7A3328DA.pf	128
0x3e280398	\Program Files\Adobe\Acrobat Reader DC\Reader\cryptocme.dll	128
0x3e280630	\Windows\Globalization\Sorting\SortDefault.nls	128
0x3e280768	\Windows\System32\WMALFXGFXDSP.dll	128
0x3e280918	\Users\Daniel\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\918e0ecb43d17e23.automaticDestinations-ms	128
0x3e281038	\Windows\System32\onex.dll	128
0x3e281600	\scerpc	128
0x3e282358	\Windows\System32\ntmarta.dll	128
0x3e282a70	\Windows\inf\netserv.PNF	128
0x3e283ca8	\Device\HarddiskVolume1\Windows\System32\SMI\Store\Machine\SCHEMA.DAT{e29ac73d-7037-11de-816d-001c23e25b76}.TM	128
0x3e284408	\Windows\System32\netjoin.dll	128
0x3e2846e8	\Windows\System32\cryptbase.dll	128
0x3e2847b0	\$Directory	128
0x3e285158	\ntsvcs	128
0x3e2858b0	\Windows\System32\winevt\Logs\Microsoft-Windows-Resource-Exhaustion-Detector%4Operational.evtx	128
0x3e286b30	\Windows\System32\shgina.dll	128
0x3e286cf8	\Windows\System32\fr-FR\pnrpnsp.dll.mui	128
0x3e287cd0	\Windows\SoftwareDistribution\DataStore\DataStore.edb	128
0x3e287f80	\Users\Public\Pictures\Sample Pictures\Desert.jpg	128
0x3e2885e0	\Endpoint	128
0x3e288c98	\Windows\System32\adsldpc.dll	128
0x3e288e18	\Endpoint	128
0x3e288f80	\Endpoint	128
0x3e289278	\Program Files\Windows Defender\MpCommu.dll	128
0x3e28b708	\Windows\System32\mfc42u.dll	128
0x3e28be60	\ntsvcs	128
0x3e28c650	\Windows\System32\conhost.exe	128
0x3e28cb50	\Windows\System32\drivers\fr-FR\bthpan.sys.mui	128
0x3e28cc68	\$Directory	128
0x3e28cf80	\Users\Daniel\AppData\Roaming\Microsoft\Windows\Cookies\index.dat	128
0x3e28d3d8	\$Directory	128
0x3e28d5a8	\Windows\System32\drprov.dll	128
0x3e28e038	\Windows\System32\ieframe.dll	128
0x3e28e520	\Windows\System32\d3d8thk.dll	128
0x3e28e6f0	\W32TIME_ALT	128
0x3e28ed18	\MsFteWds	128
0x3e290790	\Windows\System32\fr-FR\svchost.exe.mui	128
0x3e2925a8	\Windows\System32\regapi.dll	128
0x3e293e00	\Windows\System32\fr-FR\schedsvc.dll.mui	128
0x3e293f80	\Windows\System32\fr-FR\setupapi.dll.mui	128
0x3e294038	\ProgramData\Microsoft\Windows\Start Menu\Programs\desktop.ini	128
0x3e294110	\Windows\System32\fr-FR\AudioSes.dll.mui	128
0x3e294298	\Users\Daniel\AppData\Roaming\Adobe\Acrobat\DC\JSCache\GlobData	128
0x3e295da8	\Windows\System32\Wpc.dll	128
0x3e2963d8	\$ConvertToNonresident	128
0x3e2964d8	\Program Files\Mozilla Firefox\api-ms-win-crt-heap-l1-1-0.dll	128
0x3e296748	\Windows\System32	128
0x3e296ef0	\$Directory	128
0x3e2979e8	\$Directory	128
0x3e297aa0	\ProgramData\Microsoft\Windows Defender\Support\MPLog-07132009-215552.log	128
0x3e298160	\Windows\System32\netutils.dll	128
0x3e2982a0	\Windows\System32\rundll32.exe	128
0x3e29a038	\Users\Daniel	128
0x3e29b300	\Users\Daniel\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db	128
0x3e29b670	\$Directory	128
0x3e29ba30	\Windows\System32\upnp.dll	128
0x3e29bd08	\Windows\System32\fr-FR\user32.dll.mui	128
0x3e29be38	\Windows\System32\fr-FR\wdmaud.drv.mui	128
0x3e29c968	\Windows\System32\fr-FR\dnsapi.dll.mui	128
0x3e29d0c0	\Windows\System32\hidserv.dll	128
0x3e29d1c0	\Users\Daniel\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db	128
0x3e29d430	\Windows\Fonts	128
0x3e29d508	\Windows\Fonts\kokilab.ttf	128
0x3e29dc40	\$Directory	128
0x3e29df80	\Windows\System32\fr-FR\KernelBase.dll.mui	128
0x3e29e358	\$Directory	128
0x3e29ea08	\$Directory	128
0x3e29ed88	\Windows\System32\wlanhlp.dll	128
0x3e29f210	\Endpoint	128
0x3e29f790	\Windows\System32\rpcrt4.dll	128
0x3e29fb80	\Windows\System32\fr-FR\wininet.dll.mui	128
0x3e29ff38	\Users\Daniel\AppData\Local\Mozilla\Firefox\Profiles\4alc5cmj.default-release\safebrowsing\google-trackwhite-digest256.vlpset	128
0x3e2a01f8	\Windows\System32\newdev.dll	128
0x3e2a0360	\Users\Daniel\Downloads\RH-Appli-Connect.exe	128
0x3e2a0528	\Windows\System32\fr-FR\crypt32.dll.mui	128
0x3e2a06a8	\Windows\Fonts\mingliub.ttc	128
0x3e2a1898	\Windows\System32\srvcli.dll	128
0x3e2a4380	\Windows\System32\bitsperf.dll	128
0x3e2a45c8	\ProgramData\Microsoft\Search\Data\Applications\Windows\GatherLogs\SystemIndex\SystemIndex.1.Crwl	128
0x3e2a4a28	\Windows\System32\QAGENT.DLL	128
0x3e2a4bd0	\Endpoint	128
0x3e2a6678	\Windows\System32\KMSVC.DLL	128
0x3e2a79e0	\Windows\System32\msprivs.dll	128
0x3e2a7d38	\ProgramData\Microsoft\Windows\Start Menu\Programs\Windows Media Player.lnk	128
0x3e2a9c98	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3e2aa078	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Performance Monitor.lnk	128
0x3e2aa1b0	\Windows\System32\api-ms-win-crt-utility-l1-1-0.dll	128
0x3e2aa268	\Windows\System32\api-ms-win-crt-math-l1-1-0.dll	128
0x3e2aa628	\Windows\System32\services.exe	128
0x3e2aa9a8	\InitShutdown	128
0x3e2aaa60	\InitShutdown	128
0x3e2aab18	\Windows\System32\sxs.dll	128
0x3e2aabd0	\InitShutdown	128
0x3e2ab548	\Windows\System32\fr-FR\tcpipcfg.dll.mui	128
0x3e2aca20	\$Directory	128
0x3e2ae248	\Windows\System32\apphelp.dll	128
0x3e2af038	\Windows\System32\QAGENTRT.DLL	128
0x3e2af800	\Windows\Fonts\StaticCache.dat	128
0x3e2af9e0	\Windows\System32\lsm.exe	128
0x3e2afb08	\Windows\System32\winnsi.dll	128
0x3e2afbc0	\wkssvc	128
0x3e2b00e0	\Windows\Fonts\shrutib.ttf	128
0x3e2b1038	\Windows\System32\wshnetbs.dll	128
0x3e2b14b0	\Program Files\Mozilla Firefox\api-ms-win-core-synch-l1-2-0.dll	128
0x3e2b3220	\Windows\System32\fr-FR\cmd.exe.mui	128
0x3e2b8358	\Windows\debug\PASSWD.LOG	128
0x3e2b8740	\Windows\System32\cryptsp.dll	128
0x3e2b8900	\Windows\System32\lsass.exe	128
0x3e2b8f80	\$Directory	128
0x3e2b9038	\Windows\System32\kerberos.dll	128
0x3e2b93d0	\Windows\System32\msv1_0.dll	128
0x3e2b9860	\Windows\System32\wship6.dll	128
0x3e2b9aa0	\Windows\System32\mswsock.dll	128
0x3e2ba038	\Windows\System32\fr-FR\mpr.dll.mui	128
0x3e2ba898	\Users\Daniel\AppData\Roaming\Microsoft\Windows\Cookies\index.dat	128
0x3e2bbc68	\$Directory	128
0x3e2be668	\Windows\System32	128
0x3e2c1eb8	\Windows\System32\winbrand.dll	128
0x3e2c38c8	\Windows\System32\scext.dll	128
0x3e2c39e8	\Windows\System32\sspicli.dll	128
0x3e2c4500	\Windows\System32\scesrv.dll	128
0x3e2c5b38	\Windows\System32\lsasrv.dll	128
0x3e2c5d20	\Windows\System32\fr-FR\services.exe.mui	128
0x3e2c6ae0	\Windows\System32\sspisrv.dll	128
0x3e2c7ca0	\Windows\System32\secur32.dll	128
0x3e2c8368	\Windows\System32\cryptdll.dll	128
0x3e2c8998	\Windows\System32\iscsicpl.exe	128
0x3e2c8a50	\Windows\System32\samsrv.dll	128
0x3e2c8ca8	\Windows\System32\wevtapi.dll	128
0x3e2c9710	\Windows\System32\mshta.exe	128
0x3e2c9bb0	\Windows\System32\bcrypt.dll	128
0x3e2ca0e8	\Windows\System32\ncrypt.dll	128
0x3e2ca4e0	\Windows\System32\authz.dll	128
0x3e2ca900	\Windows\System32\cngaudit.dll	128
0x3e2cbca0	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Desktop.ini	128
0x3e2cc5e0	\Windows\System32\fr-FR\lsasrv.dll.mui	128
0x3e2ce450	\Windows\System32\mswsock.dll	128
0x3e2ce508	\Windows\System32	128
0x3e2ce8c0	\Windows\System32\SMI\Store\Machine\SCHEMA.DAT{e29ac73d-7037-11de-816d-001c23e25b76}.TM.blf	128
0x3e2cee60	\$Directory	128
0x3e2cf610	\Windows\System32\wmsgapi.dll	128
0x3e2cf9d8	\Windows\System32\sysntfy.dll	128
0x3e2d1468	\Windows\Fonts\verdanab.ttf	128
0x3e45d4b0	ŏ	128
0x3e45fb88	飔舀ȃ瑎獆ፐ螰풠	128
0x3e4616e8		128
0x3e47d5f8	\Windows\Fonts\upckl.ttf	128
0x3e484468	\Windows\System32\shell32.dll	128
0x3e484520	\Windows\System32\Wldap32.dll	128
0x3e484960	\hiberfil.sys	128
0x3e484f80	\SystemRoot\System32\Config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TM	128
0x3e485a68	\$Directory	128
0x3e486c90	\Windows\System32\config\SOFTWARE.LOG1	128
0x3e486d38	\Windows\System32\config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000002.regtrans-ms	128
0x3e488130	\Windows\System32\config\RegBack\SOFTWARE	128
0x3e4885c0	\Windows\System32\nsi.dll	128
0x3e488b40	\Windows\System32\config\SYSTEM.LOG1	128
0x3e489418	\$Directory	128
0x3e489e38	\SystemRoot\System32\Config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TM	128
0x3e48a598	\Windows\System32	128
0x3e48a898	\Windows\System32\imm32.dll	128
0x3e48acc0	\Windows\System32\difxapi.dll	128
0x3e48ae70	\Windows\System32\shlwapi.dll	128
0x3e48d4d0	\Windows\System32\config\TxR\{6cced300-6e01-11de-8bed-001e0bcd1824}.TxR.1.regtrans-ms	128
0x3e48d650	\Windows\System32\config\TxR\{6cced300-6e01-11de-8bed-001e0bcd1824}.TxR.blf	128
0x3e48d860	\Windows\System32\oleaut32.dll	128
0x3e48e1a0	\scerpc	128
0x3e48e560	\$Directory	128
0x3e48ec40	\Windows\System32\config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TMContainer00000000000000000001.regtrans-ms	128
0x3e48f188	\Windows\System32\config\SOFTWARE.LOG2	128
0x3e48f690	\Windows\System32\advapi32.dll	128
0x3e491170	\Windows\System32\winspool.drv	128
0x3e491380	\Users\Daniel\AppData\Roaming\Mozilla\Firefox\Profiles\4alc5cmj.default-release\saved-telemetry-pings\3762982e-63ae-4daf-b5b8-900d3057075d	128
0x3e4956a0	\Windows\System32\fr-FR\dnsapi.dll.mui	128
0x3e495810	\Windows\System32\dsrole.dll	128
0x3e4962a8	\Windows\Fonts\vga850.fon	128
0x3e496558	\$Directory	128
0x3e4967e8	\Windows\System32\drivers\bthenum.sys	128
0x3e496f80	\$Directory	128
0x3e4977c8	\$Directory	128
0x3e49b258	\Windows\System32\config\SYSTEM	128
0x3e49b3a8	\Windows\System32\msvcrt.dll	128
0x3e49b720	\Windows\System32\config\SYSTEM.LOG2	128
0x3e49b7c8	\Windows\System32\config\RegBack\SYSTEM	128
0x3e49bb20	\Windows\Fonts\vgasys.fon	128
0x3e49bd50	\$Directory	128
0x3e49be30	\Windows\System32\config\TxR\{6cced301-6e01-11de-8bed-001e0bcd1824}.TM.blf	128
0x3e49d8d0	\Boot\BCD.LOG	128
0x3e4a14f8	\Windows\System32\ws2_32.dll	128
0x3e4a1828	\Windows\System32\kernel32.dll	128
0x3e4a1bf8	\$Directory	128
0x3e4a2910	\Windows\System32\config\SOFTWARE	128
0x3e4a3410	\$Directory	128
0x3e4a3598	\Users\Daniel\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\1E11E75149C17A93653DA7DC0B8CF53F_77DCC324527E88F016F336799DE50438	128
0x3e4a3968	\Windows\System32\fr-FR\csrss.exe.mui	128
0x3e4a3b50	\Windows\System32\fr-FR\winsrv.dll.mui	128
0x3e4a6410	\Windows\System32\ole32.dll	128
0x3e4a6b70	\Users\Daniel\Videos\desktop.ini	128
0x3e4a6da0	\Windows\System32\urlmon.dll	128
0x3e4a6f80	\Windows\System32\usp10.dll	128
0x3e4a80b8	\Windows\System32\msasn1.dll	128
0x3e4a86c8	\Windows\System32\comctl32.dll	128
0x3e4a8878	\Windows\System32\cfgmgr32.dll	128
0x3e4a8a60	\Windows\System32\KernelBase.dll	128
0x3e4a8cd8	\Windows\System32\wintrust.dll	128
0x3e4a8e88	\Program Files\Mozilla Firefox\omni.ja	128
0x3e4a91f0	\Windows\System32\locale.nls	128
0x3e4a9438	\Windows\System32\winsrv.dll	128
0x3e4ab4b8	\Windows\System32\drivers\fr-FR\pacer.sys.mui	128
0x3e4ac268	\Windows\System32\comdlg32.dll	128
0x3e4ac3b0	\Windows\System32\msctf.dll	128
0x3e4acd60	\Windows\System32\user32.dll	128
0x3e4acf28	\Windows\System32\mycomput.dll	128
0x3e4ad038	\Windows\System32\lpk.dll	128
0x3e4ad3a8	\Windows\System32\devobj.dll	128
0x3e4ad858	\Windows\System32\crypt32.dll	128
0x3e4adcc8	\$Directory	128
0x3e4adf80	\Program Files\Mozilla Firefox\api-ms-win-core-processthreads-l1-1-1.dll	128
0x3e4b0268	\Program Files\Mozilla Firefox\freebl3.dll	128
0x3e4b0668	\Windows\Fonts\tahomabd.ttf	128
0x3e4b0c58	\Program Files\Adobe\Acrobat Reader DC\Reader\BIB.dll	128
0x3e4d50a8		128
0x3e4d7138		128
0x3e4dff80	ඡ(	128
0x3e4f67c0	\Windows\System32\fr-FR\elscore.dll.mui	128
0x3e4f6888	\Windows\Prefetch\CONHOST.EXE-3218E401.pf	128
0x3e4f6a88	\PROGRA~1\MOZILL~1\nssckbi.dll	128
0x3e4f6da8	\Program Files\Adobe\Acrobat Reader DC\Reader\BIBUtils.dll	128
0x3e4fcab8	\$Directory	128
0x3e4fcf80	\Windows\System32\advpack.dll	128
0x3e500d38	\$Directory	128
0x3e51e338	\Windows\Fonts\ntailu.ttf	128
0x3e522cb8	\Windows\Fonts\upcfi.ttf	128
0x3e529038	\$Directory	128
0x3e529b18	\$Directory	128
0x3e52fa80	\Users\Daniel\AppData\Local\Temp\FXSAPIDebugLogFile.txt	128
0x3e533460	\Windows\System32\SearchFilterHost.exe	128
0x3e533538	\Users\Daniel\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\desktop.ini	128
0x3e533c08	\Users\Daniel\Downloads	128
0x3e535b30	\$Directory	128
0x3e53b188	\Windows\System32\wpdshext.dll	128
0x3e53b4c0	\Windows\Fonts\tahoma.ttf	128
0x3e53e380	\Windows\System32\eapphost.dll	128
0x3e53e6d8	\Windows\Fonts\gulim.ttc	128
0x3e53ecf8	\Windows\System32\pautoenr.dll	128
0x3e53eee0	\Windows\Fonts\micross.ttf	128
0x3e549c30	\Windows\Fonts\upcei.ttf	128
0x3e551388	\Windows\System32\sxssrv.dll	128
0x3e55dc30	\$Directory	128
0x3e566210	\$MftMirr	128
0x3e566890	\Windows\Fonts\app850.fon	128
0x3e56b928	\Windows\Fonts\leelawdb.ttf	128
0x3e56bc40	\Windows\Fonts\segoeuib.ttf	128
0x3e58d038	\Windows\Fonts\browaui.ttf	128
0x3e59a918	\Program Files\Windows Media Player\wmplayer.exe	128
0x3e59a9d0	\Windows\System32\fr-FR\KernelBase.dll.mui	128
0x3e59bb68	\Windows\System32\profapi.dll	128
0x3e59c1e0	\Windows\System32	128
0x3e59c4c8	\protected_storage	128
0x3e59c8c0	\Windows\System32\VaultCredProvider.dll	128
0x3e59e038	\Windows\System32\RpcRtRemote.dll	128
0x3e59f308	\Windows\System32\config\SECURITY.LOG1	128
0x3e59ff80	\Windows\System32\schedcli.dll	128
0x3e5a0038	\Program Files\Windows Defender\MpClient.dll	128
0x3e5a0c88	\Windows\System32\powercpl.dll	128
0x3e5a0f80	\Windows\System32\sysclass.dll	128
0x3e5a1d38	\Program Files\Mozilla Firefox\api-ms-win-core-processthreads-l1-1-1.dll	128
0x3e5bfc58	\Windows\Fonts\upcll.ttf	128
0x3e5c00b0	\Users\Daniel\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db	128
0x3e5c0330	\Users\Daniel\AppData\Roaming\Mozilla\Firefox\Profiles\4alc5cmj.default-release\SiteSecurityServiceState.txt	128
0x3e5c0800	\Windows\Fonts\Shonarb.ttf	128
0x3e5c2440	\$Directory	128
0x3e5efd88	\Windows\Fonts\upcki.ttf	128
0x3e5f1308	\Users\Daniel\AppData\Roaming\Mozilla\Firefox\Profiles\4alc5cmj.default-release\storage\permanent\chrome\idb\1657114595AmcateirvtiSty.sqlite	128
0x3e5f3438	\Windows\Fonts\arialbd.ttf	128
0x3e5f3c90	\Windows\Fonts\arial.ttf	128
0x3e68d688		128
0x3e68e638	섏͔	128
0x3e68f960		1032
0x3e690e60	歮 cfЇ؇䵃慖	128
0x3e690f80	朸㞬⣪ǘ朸㞬⣪ǘ朸㞬⣪ǘ	128
0x3e691b08	T	128
0x3e695990	$꾀ᢏ歶Ŗ	128
0x3e696c50		128
0x3e698720	Ŧ⣠ǘŦ⣠ǘ	128
0x3e699d08		128
0x3e6a5660	ꘆ␁ရ휵态ౌࠈሌࠍ᠑ᘋᬌစюАЄЄЄЄЄЄǌఄᄄଇᘆ܇܆⼊⬣ቨ㬍ᅩ܏ᴞ們ࠣᤈزᅝ着ᘿࠏ⨆ਸ਼神ഁܴḉٿࠬ༑┈堑Ưㄫܼ际渁਎䀮✧❕ፏഊ崛ؓ⠝ᜅ包∘ᨅᬯԚፌ␍⨅శਊᜤǫ奷⌚਑ᄫⰊഹ ℇਉݎ⌊ƌ˰䰠἟爱ƌ焺ʐ∊Ⱊاᰙ戮	128
0x3e6ecad0	飔舀ȃ瑎獆ፐ螰풠	128
0x3e9434a8	\Windows\System32\config\DEFAULT.LOG2	128
0x3e943728	\Windows\System32\config\DEFAULT.LOG1	128
0x3e943ac8	\Windows\System32\config\DEFAULT	128
0x3e9458a0	\Users\Public\Music\desktop.ini	128
0x3e945b38	\Windows\System32\ntdll.dll	128
0x3e947790	\Windows\System32\setupapi.dll	128
0x3e947a40	\Windows\System32\rpcrt4.dll	128
0x3e947e40	\Windows\System32\normaliz.dll	128
0x3e948530	\Windows\System32\csrsrv.dll	128
0x3e9486b0	\Windows\System32	128
0x3e948a20	\$Directory	128
0x3e948b70	\Windows\System32\csrss.exe	128
0x3e948ce0	\Windows\System32\config\RegBack\DEFAULT	128
0x3e948f80	\Windows\System32\basesrv.dll	128
0x3ea28718	\Windows\System32\iertutil.dll	128
0x3ea28b10	\SystemRoot\System32\Config\TxR\{6cced300-6e01-11de-8bed-001e0bcd1824}.TxR	128
0x3ea28c40	\Windows\System32\C_28591.NLS	128
0x3ea3df80	\Users\Daniel\AppData\Local\Mozilla\Firefox\Profiles\4alc5cmj.default-release\startupCache\scriptCache-child-current.bin	128
0x3ea45900	\Windows\System32\fr-FR\QAgentRT.dll.mui	128
0x3ea4b268	\$Directory	128
0x3ea4d360	\Windows\Fonts\tunga.ttf	128
0x3ea4e538	\Windows\Fonts\consolai.ttf	128
0x3ea50f80	\Windows\System32\unregmp2.exe	128
0x3ea52eb8	\Windows\System32\wbem\Performance\WmiApRpl_new.ini	128
0x3ea53598	\$Directory	128
0x3ea56f80	\$Directory	128
0x3ea58a80	\Users\Daniel\AppData\Local\Mozilla\Firefox\Profiles\4alc5cmj.default-release\cache2\entries\D87193C5525AE0E1CA6A19157D29695D43177E5E	128
0x3ea590b8	\Windows\Fonts\segoescb.ttf	128
0x3ea59f80	\Windows\inf\netsstpt.PNF	128
0x3ea5fca8	\Windows	128
0x3ea5ff80	\Windows\System32\fr-FR\setupapi.dll.mui	128
0x3ea63388	\Windows\Fonts\simsunb.ttf	128
0x3ea649f0	\Users\Daniel\AppData\Roaming\Mozilla\Firefox\Profiles\4alc5cmj.default-release\cookies.sqlite	128
0x3ea66680	\$Directory	128
0x3ea66738	\Program Files\Common Files\Adobe\ARM\1.0\armsvc.exe	128
0x3ea68308	\Users\Daniel\Documents\RH-Documents\Confidential\Employe Secret.txt	128
0x3ea6b128	\Windows\System32\fr-FR\DWrite.dll.mui	128
0x3ea6d220	\Program Files\Mozilla Firefox\api-ms-win-core-synch-l1-2-0.dll	128
0x3ea6dd00	\Windows\System32\fr-FR\netcfgx.dll.mui	128
0x3ea71170	\Windows\Fonts\upcdl.ttf	128
0x3ea72678	\Windows\Fonts\dokchamp.ttf	128
0x3ea733a8	\Windows\Fonts\Candarai.ttf	128
0x3ea74ed8	\Windows\Fonts\constanb.ttf	128
0x3ea758e0	\$Directory	128
0x3ea75d48	\Windows\System32\catroot\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\Microsoft-Windows-PeerToPeer-Full-Package~31bf3856ad364e35~x86~~6.1.7600.16385.cat	128
0x3ea76250	\Windows\Fonts\corbelb.ttf	128
0x3ea76308	\$Directory	128
0x3ea77f80	\Windows\Temp\MpCmdRun.log	128
0x3ea7c038	\$Directory	128
0x3ea83a48	\Windows\Fonts\sylfaen.ttf	128
0x3ea84848	\Windows\System32\mfreadwrite.dll	128
0x3ea8b9d0	\Windows\Fonts\Candara.ttf	128
0x3ea8bcb8	\$Directory	128
0x3ea8f150	\Users\Daniel\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\E34E75954A05FA2156EB895949C74728	128
0x3ea8f2f0	\Windows\Fonts\simpbdo.ttf	128
0x3ea92ee0	\Program Files\Windows Defender\MsMpLics.dll	128
0x3ea946c8	\Windows\Fonts\simpfxo.ttf	128
0x3ea95418	\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb	128
0x3ea96038	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2	128
0x3ea97f80	\$Directory	128
0x3ea98100	\Windows\Fonts\angsaub.ttf	128
0x3ea9e7d8	\Windows\Fonts\consola.ttf	128
0x3eaa4420	\Windows\Fonts\consolaz.ttf	128
0x3eaa4730	\Windows\Fonts\euphemia.ttf	128
0x3eaa5ad0	\$Directory	128
0x3eaaa5c8	\Windows\Fonts\Candarab.ttf	128
0x3eaab688	\Windows\winsxs\x86_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.17514_none_0b66cb34258c936f\smiengine.dll	128
