Offset(P)            #Ptr   #Hnd Access Name
0x000081868702fa90      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\tokenbinding.dll
0x0000818687030260  32775      1 R--r-d \Device\HarddiskVolume2\Windows\Fonts\StaticCache.dat
0x0000818687031520  32768      1 ------ \Device\DeviceApi\CMNotify
0x0000818687031840     12      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\ninput.dll
0x0000818687031b60  32768      1 ------ \Device\DeviceApi\CMNotify
0x0000818687031e80     13      0 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\AppRepository\StateRepository-Machine.srd-shm
0x00008186870321a0  32775      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis-Scheduled%4Operational.evtx
0x0000818687032330  32759      1 ------ \Device\Afd\Endpoint
0x00008186870327e0  32759      1 ------ \Device\Afd\Endpoint
0x0000818687072100      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\httpprxm.dll
0x0000818687072290      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\crypttpmeksvc.dll
0x0000818687072a60     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbemcomn.dll
0x0000818687076430  32790      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Wcmsvc%4Operational.evtx
0x0000818687078820     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687078e60     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vssapi.dll
0x0000818687079180  32767      1 ------ \Device\NamedPipe\trkwks
0x0000818687079950     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\diagperf.dll
0x0000818687079ae0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000081868707b0c0  32791      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-WebAuthN%4Operational.evtx
0x000081868707b250      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winsqlite3.dll
0x000081868707c1f0  32769      1 R--r-d \Device\HarddiskVolume2\Windows\System32\WinMetadata\Windows.System.winmd
0x000081868707d640      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\atlthunk.dll
0x000081868707d960     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\srvsvc.dll
0x000081868707dc80      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\perftrack.dll
0x00008186870814c0  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x0000818687081650      3      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\netprofm.dll
0x00008186870817e0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sscore.dll
0x0000818687081970  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\crypt32.dll.mui
0x0000818687081c90  32784      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\wldap32.dll.mui
0x000081868717a290     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Windows.UI.Immersive.dll
0x000081868717a5b0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pots.dll
0x000081868717a740      4      0 R--rwd \Device\HarddiskVolume2\Windows\Fonts\segoeuib.ttf
0x000081868717ad80      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mi.dll
0x000081868717b3c0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wdscore.dll
0x000081868717ba00      7      0 R--r-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Platform\4.18.2302.7-0\MpClient.dll
0x000081868717c1d0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\eappprxy.dll
0x000081868717c360  32712      1 ------ \Device\DeviceApi\CMApi
0x000081868717c4f0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wmidcom.dll
0x000081868717c680      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rasman.dll
0x000081868717c810     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\miutils.dll
0x000081868717ce50  32753      1 ------ \Device\Afd\Endpoint
0x000081868717ddf0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\edgehtml.dll
0x000081868717e2a0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\clusapi.dll
0x000081868717f3d0     15      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186871801e0  32784      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\ESENT.dll.mui
0x0000818687180370  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\InputSwitch.dll.mui
0x0000818687180690  32779      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-SMBClient%4Operational.evtx
0x0000818687180820     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186871809b0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\enterpriseresourcemanager.dll
0x0000818687180b40  32768      1 ------ \Device\DeviceApi\CMNotify
0x0000818687180cd0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\repdrvfs.dll
0x0000818687180e60  32791      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-SmbClient%4Security.evtx
0x0000818687181310  32768      1 ------ \Device\DeviceApi\CMNotify
0x00008186871817c0  32039      1 ------ \Device\NamedPipe\srvsvc
0x0000818687181ae0  32634      1 RW-rw- \Device\HarddiskVolume2\Windows\SoftwareDistribution\Download\91bd58f346a28400e942d022cd731b7e\Windows10.0-KB5025221-x64.cab
0x0000818687181c70     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\esscli.dll
0x0000818687182120     18      0 RW-rwd \Device\HarddiskVolume2\$ConvertToNonresident
0x0000818687182440     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186871825d0     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687182760      8      0 R--rwd \Device\HarddiskVolume2\Windows\Fonts\segoeuisl.ttf
0x00008186871828f0  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-SmbClient%4Audit.evtx
0x0000818687182a80     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687182c10  32774      1 R--r-d \Device\HarddiskVolume2\Windows\System32\WinMetadata\Windows.Security.winmd
0x0000818687182da0      5      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186871830c0  32767      1 ------ \Device\DeviceApi\SwDevice
0x0000818687183250  32768      1 ------ \Device\DeviceApi\CMNotify
0x00008186871833e0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wmiutils.dll
0x0000818687183570  32768      1 ------ \Device\DeviceApi\CMNotify
0x0000818687183700  32766      1 R--r-d \Device\HarddiskVolume2\Windows\Fonts\StaticCache.dat
0x0000818687183890     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Windows.UI.Xaml.Resources.19h1.dll
0x0000818687183a20  32767      1 ------ \Device\DeviceApi\SwDevice
0x0000818687183bb0  32767      1 ------ \Device\DeviceApi\SwDevice
0x0000818687183d40  32767      1 ------ \Device\Afd\Endpoint
0x0000818687183ed0  32766      1 ------ \Device\NamedPipe\Winsock2\CatalogChangeListener-2b8-0
0x00008186871841f0  32767      1 ------ \Device\Afd\Endpoint
0x0000818687184380     13      0 R--rwd \Device\HarddiskVolume2\Windows\System32\fdPnp.dll
0x0000818687184510  32766      1 ------ \Device\DeviceApi\Dev\Query
0x0000818687184830     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186871849c0  32721      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\MAPPING2.MAP
0x0000818687184ce0  31075      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\OBJECTS.DATA
0x0000818687184e70  32769      1 R--rwd \Device\HarddiskVolume2\Windows\Fonts\times.ttf
0x0000818687185190  32766      1 ------ \Device\DeviceApi\Dev\Query
0x0000818687185320  32789      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Diagnosis-DPS%4Operational.evtx
0x0000818687185640  32756      1 ------ \Device\Afd\Endpoint
0x00008186871857d0  32790      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\MAPPING3.MAP
0x0000818687185960  31986      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\INDEX.BTR
0x0000818687185af0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687185c80  32775      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\MAPPING1.MAP
0x0000818687186130     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186871862c0  32758      1 ------ \Device\Afd\Endpoint
0x0000818687186770     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\DWrite.dll
0x0000818687187260      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wwapi.dll
0x0000818687187710      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\OnDemandBrokerClient.dll
0x0000818687187bc0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nduprov.dll
0x0000818687188200      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vfuprov.dll
0x00008186871886b0  32766      1 ------ \Device\DeviceApi\Dev\Query
0x00008186871889d0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wpnsruprov.dll
0x0000818687188e80      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\eeprov.dll
0x0000818687189970     11      0 R--r-d \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Platform\4.18.2302.7-0\MpOAV.dll
0x0000818687189e20     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Windows.UI.Xaml.Phone.dll
0x0000818687268470     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\combase.dll.mui
0x000081868726ad10     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000081868726d100      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winmmbase.dll
0x000081868726d5b0     16      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\d3d11.dll
0x000081868726e3c0  32787      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-TaskScheduler%4Maintenance.evtx
0x000081868726eeb0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\shutdownux.dll
0x000081868726fcc0      4      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\kernel.appcore.dll
0x0000818687270300  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\windows.storage.dll.mui
0x0000818687276700      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dmcmnutils.dll
0x0000818687277b50     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687277e70     15      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\secur32.dll
0x0000818687278190  22031      1 ------ \Device\Afd\Endpoint
0x0000818687278640     28      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186872787d0  32780      1 R--r-d \Device\HarddiskVolume2\Windows\SystemResources\SndVolSSO.dll.mun
0x0000818687278e10  32767      1 ------ \Device\NamedPipe\ROUTER
0x0000818687279900     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687279a90  32789      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Operational.evtx
0x000081868727a0d0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\cimwin32.dll
0x000081868727a710     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pcasvc.dll
0x000081868727a8a0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\raschap.dll
0x000081868727ad50     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\Conhost.exe.mui
0x000081868727b200     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000081868727c4c0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\WmiDcPrv.dll
0x000081868727ce20     20      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000081868727e270  32768      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000081868727e590     15      0 R--r-d \Device\HarddiskVolume2\Windows\rescache\_merged\3663711680\1009742717.pri
0x000081868727e8b0     12      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\RTWorkQ.dll
0x000081868727ea40  32761      1 ------ \Device\DeviceApi\CMApi
0x000081868727fd00      8      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\Windows.Networking.Connectivity.dll
0x00008186872801b0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\storagewmi.dll
0x0000818687280340      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ifsutil.dll
0x00008186872804d0  32768      1 ------ \Device\DeviceApi\CMNotify
0x0000818687280980  25782      1 ------ \Device\NamedPipe\lsass
0x0000818687280e30      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ntdsapi.dll
0x0000818687281600     14      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\wdigest.dll
0x0000818687281c40     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mtxoci.dll
0x00008186872825a0     28      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687283b80      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\diagnosticdataquery.dll
0x00008186872841c0     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687284350  31367      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Diagnosis\EventStore.db-wal
0x0000818687284e40      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687285de0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186872e2c20     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\condrv.sys
0x00008186872ea090  32764      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagtrack-Listener.etl
0x00008186872f5160      1      0 RW-rwd \Device\HarddiskVolume2\$PrepareToShrinkFileSize
0x00008186873b70f0  32783      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\mshtml.dll.mui
0x00008186873b7280      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873b7410      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\usocoreps.dll
0x00008186873b75a0      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\webservices.dll
0x00008186873b7d70      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\acmigration.dll
0x00008186873b8220  32766      1 R--r-d \Device\HarddiskVolume2\Windows\apppatch\sysmain.sdb
0x00008186873b83b0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873b8540      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\mskeyprotect.dll
0x00008186873b86d0  32762      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-WMI-Activity%4Operational.evtx
0x00008186873b89f0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\mswsock.dll.mui
0x00008186873b8d10     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873b91c0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873b94e0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873b9670      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873b9990      7      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\OneDrive.exe
0x00008186873b9b20     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873b9cb0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Windows.StateRepositoryPS.dll
0x00008186873b9e40     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873ba160     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873ba480      4      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\ncrypt.dll
0x00008186873ba610     16      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\ncryptsslp.dll
0x00008186873bb100     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FlightSettings.dll
0x00008186873bb290     14      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873bb740      1      1 R--rw- \Device\HarddiskVolume2\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x00008186873bb8d0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\wshqos.dll.mui
0x00008186873bba60  32746      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db
0x00008186873bc230     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873bc3c0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\winnlsres.dll.mui
0x00008186873bc870     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873bcb90     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873bcd20     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873bceb0     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873bd360  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\crypt32.dll.mui
0x00008186873bd4f0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873bd680     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873bd9a0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873bdb30  32702      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Diagnosis\TenantStorage\P-ARIA\EventStore.db-shm
0x00008186873bdcc0  32704      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db-shm
0x00008186873bde50  32779      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Diagnosis\TenantStorage\P-ARIA\EventStore.db-wal
0x00008186873be940      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873bf110     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873bf2a0  32760      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db-wal
0x00008186873bfc00     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873c0a10     14      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\msvcp140_1.dll
0x00008186873c40c0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873c43e0      5      0 R--r-d \Device\HarddiskVolume2\Users\Admin\AppData\Local\Microsoft\OneDrive\23.066.0326.0005\Qt5Network.dll
0x00008186873c5380      3      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\dpapi.dll
0x00008186873c6320     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\MrmDeploy.dll
0x00008186873c64b0  32780      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-UniversalTelemetryClient%4Operational.evtx
0x00008186873c6640      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pnrpnsp.dll
0x00008186873c6960  32784      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Troubleshooter.evtx
0x00008186873c6c80     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873c6e10  32766      1 ------ \Device\DeviceApi\Dev\Query
0x00008186873c7130     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873c83f0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873c8710     16      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\edb.jtx
0x00008186873c9200     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873ca1a0     16      0 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Windows.jfm
0x00008186873ca4c0  32766      1 R--r-d \Device\HarddiskVolume2\Windows\apppatch\sysmain.sdb
0x00008186873ca970  32767      1 ------ \Device\Afd\Endpoint
0x00008186873cb140  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\KernelBase.dll.mui
0x00008186873cb2d0     16      0 R--r-d \Device\HarddiskVolume2\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\resources.pri
0x00008186873cb5f0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\windowsperformancerecordercontrol.dll
0x00008186873cb780     32      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873cbaa0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873cc0e0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\KernelBase.dll.mui
0x00008186873cc400     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873cc8b0  32333      1 RW---- \Device\HarddiskVolume2\Windows\appcompat\Programs\Amcache.hve
0x00008186873cca40  32743      1 RW---- \Device\HarddiskVolume2\Windows\appcompat\Programs\Amcache.hve.LOG1
0x00008186873cd210  32759      1 RWD--- \Device\HarddiskVolume2\Windows\System32\config\systemprofile\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat
0x00008186873cd530     20      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873cd6c0  32723      1 RWD--- \Device\HarddiskVolume2\Windows\SoftwareDistribution\DataStore\DataStore.jfm
0x00008186873cd850     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873cde90     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ELSCore.dll
0x00008186873ce660  28978      1 ------ \Device\NamedPipe\srvsvc
0x00008186873ce980     12      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\msfeeds.dll
0x00008186873ceb10  32766      1 R--rwd \Device\HarddiskVolume2\ProgramData\Microsoft\Diagnosis\Sideload
0x00008186873cf150     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873cf790     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873cfdd0      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wsp_fs.dll
0x00008186873d00f0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873d0d70     14      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\mssprxy.dll
0x00008186873d1090     15      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\cabinet.dll
0x00008186873d13b0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873d1860     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\winnlsres.dll.mui
0x00008186873d2b20      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873d37a0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x00008186873d56e0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\OneCoreCommonProxyStub.dll
0x00008186873d5b90  32765      1 ------ \Device\DeviceApi\Dev\Query
0x00008186873d5eb0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687556790  32768      1 ------ \Device\DeviceApi\CMNotify
0x0000818687557a50  32768      1 ------ \Device\DeviceApi\CMNotify
0x0000818687559350      5      0 R--rwd \Device\HarddiskVolume2\Windows\System32\SettingsHandlers_nt.dll
0x0000818687559670      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\seguibli.ttf
0x000081868755b420      6      0 R--rwd \Device\HarddiskVolume2\Windows\System32\PlayToManager.dll
0x000081868755d1d0     17      0 -W-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Service Worker\Database\000003.ldb
0x0000818687560880  32766      1 R--rwd \Device\HarddiskVolume2\Windows\Fonts\segoeuib.ttf
0x00008186875611e0  32762      1 R--rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Service Worker\Database\000003.ldb
0x00008186875627c0  32768      1 R--rw- \Device\HarddiskVolume2\Program Files (x86)\Microsoft\EdgeUpdate\1.3.173.55
0x0000818687565380     16      0 R--r-d \Device\HarddiskVolume2\Program Files (x86)\Microsoft\EdgeUpdate\1.3.173.55\msedgeupdateres_fr.dll
0x00008186875656a0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687566c80  32758      1 ------ \Device\Afd\Endpoint
0x0000818687567770  32781      1 -W-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\Default\Service Worker\Database\MANIFEST-000002
0x0000818687567a90      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\seguisb.ttf
0x000081868756b780     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wuauclt.exe
0x000081868756c0e0  32782      1 -W-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\BraveSoftware\Brave-Browser\User Data\oofiananboodjbbmdelgdommihjbkfag\1.0.142\6.0\httpse.leveldb\LOG
0x000081868756d210      7      0 R--rwd \Device\HarddiskVolume2\Windows\System32\Windows.Media.MediaControl.dll
0x000081868756d9e0     20      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000081868756eb10  32769      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-LiveId%4Operational.evtx
0x0000818687602470      1      1 R--rw- \Device\HarddiskVolume2\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0x0000818687602dd0  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\crypt32.dll.mui
0x0000818687603be0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\NfcRadioMedia.dll
0x0000818687604090  32774      1 R--r-d \Device\HarddiskVolume2\Windows\System32\WinMetadata\Windows.ApplicationModel.winmd
0x00008186876043b0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ApplicationFrame.dll
0x00008186876046d0      4      0 R--r-d \Device\HarddiskVolume2\Program Files\BraveSoftware\Brave-Browser\Application\111.1.49.132\libEGL.dll
0x0000818687604860  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\mswsock.dll.mui
0x00008186876049f0      1      1 R--r-- \Device\HarddiskVolume2\Windows\Fonts\seguisli.ttf
0x0000818687604d10     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687604ea0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\imageres.dll
0x00008186876051c0  32768      1 ------ \Device\DeviceApi\CMNotify
0x0000818687605670  32768      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\netmsg.dll.mui
0x0000818687605800      1      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x0000818687605cb0  32751      1 RW-rw- \Device\HarddiskVolume2\Users\Admin\AppData\Local\ConnectedDevicesPlatform\L.Admin\ActivitiesCache.db
0x00008186876062f0  65535      3 R--r-- \Device\HarddiskVolume2\Windows\Fonts\times.ttf
0x0000818687606610  26849      1 ------ \Device\NamedPipe\mojo.4072.7636.2461450130537940550
0x00008186876067a0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\edputil.dll
0x0000818687606930  32791      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-AppReadiness%4Admin.evtx
