Offset(P)            #Ptr   #Hnd Access Name
0x000000001e91b7f0      1      1 RW---- \Device\HarddiskVolume2\Users\Jean\AppData\Local\Microsoft\Windows\UsrClass.dat
0x000000001e922850     10      0 R--rwd \Device\HarddiskVolume2\Windows\System32\mfc42u.dll
0x000000001e922f20      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001e923530      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001e925a00     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-StoreMgr%4Operational.evtx
0x000000001e927680     16      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\KernelBase.dll
0x000000001e9288f0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_a4d6a923711520a9
0x000000001e92c620     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\BFE.DLL
0x000000001e92cb70     19      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx
0x000000001e92e620      5      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\INDEX.BTR
0x000000001e933800     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Errors.evtx
0x000000001e933dd0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wdmaud.drv
0x000000001e933f20     19      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Operational.evtx
0x000000001e9359f0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\PortableDeviceApi.dll
0x000000001e938390     13      0 R--r-- \Device\HarddiskVolume2\Windows\Prefetch\EXPLORER.EXE-A80E4F97.pf
0x000000001e939560     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wow64cpu.dll
0x000000001e93b2d0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001e93c070      2      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Task Scheduler.lnk
0x000000001e93d520     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\MPSSVC.dll
0x000000001e945070     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\taskschd.dll
0x000000001e949980     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\psapi.dll
0x000000001e949c80     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\cfgmgr32.dll
0x000000001e94bb30     13      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\FirewallAPI.dll.mui
0x000000001e94c500      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wkssvc.dll
0x000000001e959840      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000001e959a60      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SOFTWARE
0x000000001e95d720      1      1 ------ \Device\NamedPipe\wkssvc
0x000000001e95d9c0      1      1 ------ \Device\NamedPipe\wkssvc
0x000000001e95ecc0      1      1 ------ \Device\NamedPipe\wkssvc
0x000000001e95fcc0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wfapigp.dll
0x000000001e962070      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cryptsvc.dll
0x000000001e966570      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vssapi.dll
0x000000001e9666c0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\vsstrace.dll
0x000000001e966dd0      1      1 ------ \Device\NamedPipe\keysvc
0x000000001e966f20      2      1 ------ \Device\NamedPipe\keysvc
0x000000001e9687e0      1      1 ------ \Device\NamedPipe\lsass
0x000000001e969a60      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000001e969dd0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dps.dll
0x000000001e96a2e0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\crypt32.dll
0x000000001e97b700      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ntdsapi.dll
0x000000001e97bb40     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wdscore.dll
0x000000001e97bde0     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Inventory.evtx
0x000000001e97cf20     16      0 R--r-- \Device\HarddiskVolume2\Windows\Prefetch\NOTEPAD.EXE-D8414F97.pf
0x000000001e97df20     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-NCSI%4Operational.evtx
0x000000001e97e260      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wbemsvc.dll
0x000000001e97e510      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\trkwks.dll
0x000000001e97fd00     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nci.dll
0x000000001e981270     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\resutils.dll
0x000000001e981c80     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001e982070     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\MAPPING2.MAP
0x000000001e983f20     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sscore.dll
0x000000001e987dd0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dwm.exe
0x000000001e989070      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sysmain.dll
0x000000001e98b070     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Telemetry.evtx
0x000000001e98c070     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rasadhlp.dll
0x000000001e993f20      2      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Default Programs.lnk
0x000000001e994c70     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\repdrvfs.dll
0x000000001e995670      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WSDMon.dll
0x000000001e9957c0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001e996070      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pcasvc.dll
0x000000001e996670     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\MAPPING3.MAP
0x000000001e998070      6      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\wbem\Repository\OBJECTS.DATA
0x000000001e998880     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\iphlpsvc.dll
0x000000001e99b540      2      0 R--rwd \Device\HarddiskVolume2\Users\Jean\Favorites\desktop.ini
0x000000001e99b9e0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netprofm.dll
0x000000001e99d3c0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mscms.dll
0x000000001e99d670     16      1 R--r-d \Device\HarddiskVolume2\Windows\System32\es.dll
0x000000001e99e900      2      0 R--rw- \Device\HarddiskVolume2\Users\Jean\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Python 3.5\Python 3.5 (32-bit).lnk
0x000000001e99ea50     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\provsvc.dll
0x000000001e99ed00      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fundisc.dll
0x000000001e9a8840     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winhttp.dll
0x000000001e9a8990     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\webio.dll
0x000000001e9a8d00      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ncsi.dll
0x000000001e9abdd0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ssdpapi.dll
0x000000001e9ad520     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\fdPnp.dll
0x000000001e9adb70     16      0 -W---- \Device\HarddiskVolume2\$Recycle.Bin\S-1-5-21-828923584-3688222221-2804190177-1001\$ISUQ6NS.raw
0x000000001e9b1810     16      1 R--r-d \Device\HarddiskVolume2\Windows\System32\stdole2.tlb
0x000000001e9b3aa0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sfc_os.dll
0x000000001e9b5600     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\NaturalLanguage6.dll
0x000000001e9b5dd0     20      1 RWDr-- \Device\HarddiskVolume2\System Volume Information\tracking.log
0x000000001e9c3070     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\aepic.dll
0x000000001e9c45a0     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sfc.dll
0x000000001e9c92b0     16      0 R--r-- \Device\HarddiskVolume2\Windows\Prefetch\PfSvPerfStats.bin
0x000000001e9cedd0      2      1 ------ \Device\NamedPipe\lsass
0x000000001e9db540     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\httpapi.dll
0x000000001e9dd640     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\inetpp.dll
0x000000001e9deb40     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\wbemcore.dll
0x000000001e9dec90     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\netcfgx.dll
0x000000001e9e1070      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Users\Jean\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000001e9fd310     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\authz.dll
0x000000001e9fd460      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ncrypt.dll
0x000000001e9fd7d0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\bcrypt.dll
0x000000001e9fdb00     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cngaudit.dll
0x000000001e9fdf20     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\usbmon.dll
0x000000001ea012d0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ws2_32.dll
0x000000001ea01420     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\advapi32.dll
0x000000001ea01920     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ea0e070      6      0 R--r-d \Device\HarddiskVolume2\Users\Jean\AppData\Local\Programs\Python\Python35-32\python35.dll
0x000000001ea13070      9      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x000000000000000a.db
0x000000001ea135c0     33      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-System.etl
0x000000001ea13eb0      1      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventlog-Security.etl
0x000000001ea152d0      4      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTEventLog-Application.etl
0x000000001ea15420     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cryptbase.dll
0x000000001ea156d0     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_a4d6a923711520a9.manifest
0x000000001ea16450     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.i..utomation.proxystub_6595b64144ccf1df_1.0.7600.16385_none_556753b6a456f932.manifest
0x000000001ea167f0     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.c..-controls.resources_6595b64144ccf1df_5.82.7600.16385_fr-fr_5cd914b477989bc3.manifest
0x000000001ea16f20      1      1 RWD--- \Device\HarddiskVolume2\Windows\System32\config\RegBack\SECURITY
0x000000001ea17b70     33      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTUBPM.etl
0x000000001ea18070      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\scext.dll
0x000000001ea18430      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\secur32.dll
0x000000001ea18580     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\srvcli.dll
0x000000001ea18f20      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000001ea191e0     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a.manifest
0x000000001ea1b550      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\lsass.exe
0x000000001ea1bdc0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\gpapi.dll
0x000000001ea1c820     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sspicli.dll
0x000000001ea1e070      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pcwum.dll
0x000000001ea1e7c0      2      0 R--rwd \Device\HarddiskVolume2\Users\Jean\Downloads\desktop.ini
0x000000001ea1ea50     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ea1eba0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\umpnpmgr.dll
0x000000001ea22c60      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000001ea22f20      2      1 RW-r-- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TMContainer00000000000000000001.regtrans-ms
0x000000001ea238d0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\scesrv.dll
0x000000001ea25540      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\FXSAPI.dll
0x000000001ea25c30     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\devobj.dll
0x000000001ea27840     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\schannel.dll
0x000000001ea27bc0      1      1 -W-rw- \Device\HarddiskVolume2\Windows\debug\PASSWD.LOG
0x000000001ea28a90     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\dnsapi.dll
0x000000001ea29590     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cryptsp.dll
0x000000001ea2aa80     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\apphelp.dll
0x000000001ea2c3c0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wship6.dll
0x000000001ea2cd00      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\logoncli.dll
0x000000001ea2d730     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msv1_0.dll
0x000000001ea2da00     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rsaenh.dll
0x000000001ea2e8c0      2      1 RW-r-- \Device\HarddiskVolume2\Users\Jean\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM.blf
0x000000001ea2f280      1      1 ------ \Device\NamedPipe\protected_storage
0x000000001ea316f0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ea31b80     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\TSpkg.dll
0x000000001ea32270      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000001ea32db0     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ea35770     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\kernel32.dll
0x000000001ea35ca0      9      0 R--r-d \Device\HarddiskVolume2\Users\Jean\Desktop\DumpIt.exe
0x000000001ea47070      2      1 R--rwd \Device\HarddiskVolume2\Users\Jean\Desktop\Mes documents à moi
0x000000001ea47f20     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ea4a7b0      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SAM.LOG2
0x000000001ea4a900      2      1 R--rwd \Device\HarddiskVolume2\Users\Jean\Desktop\Projets
0x000000001ea4d240      1      1 ------ \Device\NamedPipe\protected_storage
0x000000001ea4d390      2      1 ------ \Device\NamedPipe\protected_storage
0x000000001ea4ec70      1      1 ------ \Device\NamedPipe\lsass
0x000000001ea4f660      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SAM.LOG1
0x000000001ea50810      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SAM
0x000000001ea5b520      1      1 ------ \Device\00000049\emicintopo
0x000000001ea5bc10     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wsnmp32.dll
0x000000001ea66d10      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\midimap.dll
0x000000001ea832b0      1      1 ------ \Device\NamedPipe\ntsvcs
0x000000001ea84440     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\efslsaext.dll
0x000000001ea84650     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\bcryptprimitives.dll
0x000000001ea84a30     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\credssp.dll
0x000000001ea84b80      1      1 ------ \Device\NamedPipe\lsass
0x000000001ea851b0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\pku2u.dll
0x000000001ea86070      1      1 ------ \Device\NamedPipe\scerpc
0x000000001ea869e0      1      1 ------ \Device\NamedPipe\scerpc
0x000000001ea86b30      2      1 ------ \Device\NamedPipe\scerpc
0x000000001ea86c80      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000001ea86dd0      1      1 ------ \Device\NamedPipe\ntsvcs
0x000000001ea86f20      2      1 ------ \Device\NamedPipe\ntsvcs
0x000000001ea878e0     13      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\api-ms-win-core-localization-l1-2-0.dll
0x000000001ea889e0     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx
0x000000001ea88f20      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ea89440     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\VBoxTray.exe
0x000000001ea89590      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000001ea943b0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wevtapi.dll
0x000000001ea94580      1      1 RW---- \Device\HarddiskVolume2\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG1
0x000000001ea946d0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sspisrv.dll
0x000000001ea96f20      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\lsasrv.dll
0x000000001ea9a160      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sysntfy.dll
0x000000001ea9af20      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000001ea9cf20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wmsgapi.dll
0x000000001ea9d3f0      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\credui.dll
0x000000001ea9ddc0      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wow64win.dll
0x000000001ea9e760     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\webservices.dll
0x000000001ea9f850      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rasapi32.dll
0x000000001eaa0070      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rasplap.dll
0x000000001eaa0220      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rasman.dll
0x000000001eaa0730      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rtutils.dll
0x000000001eaa0dd0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\certCredProvider.dll
0x000000001eaa0f20     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\rundll32.exe
0x000000001eaa1560      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\samcli.dll
0x000000001eaa1d00     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wkscli.dll
0x000000001eaa2070      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winbio.dll
0x000000001eaa4d50      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbem\WMIsvc.dll
0x000000001eaa8220      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001eaa8df0      2      1 RW-rw- \Device\clfsKtmLog
0x000000001eaa8f20      2      1 RWDrwd \Device\clfs\Device\HarddiskVolume1\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000001eaabd60     16      0 R--rwd \Device\HarddiskVolume2\Windows\System32\dwmapi.dll
0x000000001eaad590      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001eab1590     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\UIRibbonRes.dll
0x000000001eab2590     15      0 R--r-- \Device\HarddiskVolume2\Windows\Prefetch\MSPAINT.EXE-76E10B24.pf
0x000000001eab43c0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001eab4590      1      1 RW-rw- \Device\HarddiskVolume2\Users\Jean\Desktop\JEAN-PC-20220928-121426.raw
0x000000001eab73c0      1      1 R--r-d \Device\HarddiskVolume2\Windows\System32\fr-FR\KernelBase.dll.mui
0x000000001eab7a20     16      0 R--rwd \Device\HarddiskVolume2\Windows\SysWOW64\user32.dll
0x000000001eab8260     16      0 RW-r-- \Device\HarddiskVolume2\Users\Jean\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\9b9cdc69c1c24e2b.automaticDestinations-ms
0x000000001eab8a20      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001eab8f20     16      0 R--rwd \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac\comctl32.dll
0x000000001eab9070      4      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wbemcomn.dll
0x000000001eab9260      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a
0x000000001eab96f0     17      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001eab9bf0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000001eaba8c0     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Program-Compatibility-Troubleshooter.evtx
0x000000001eabaa20      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001eababf0      2      1 R--rwd \Device\HarddiskVolume2\Users\Jean\AppData\Roaming\Microsoft\Windows\Network Shortcuts
0x000000001eabaf20      2      0 RW-rw- \Device\HarddiskVolume2\Users\Jean\AppData\Roaming\Microsoft\Windows\Recent\Mes documents à moi.lnk
0x000000001eabb300     18      1 RW-r-- \Device\HarddiskVolume2\Windows\System32\winevt\Logs\Microsoft-Windows-Application-Experience%4Problem-Steps-Recorder.evtx
0x000000001eabb450     16      0 R--rw- \Device\HarddiskVolume2\Users\Jean\Desktop\Projets\Roadmap.txt
0x000000001eabba30      2      2 RW-rwd \Device\HarddiskVolume2\Users\Jean\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x000000001eabbd50      2      0 RW-rw- \Device\HarddiskVolume2\Users\Jean\AppData\Roaming\Microsoft\Windows\Recent\Roadmap.lnk
0x000000001eabc5b0      2      2 RW-rwd \Device\HarddiskVolume2\Users\Jean\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000001eabce60      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wow64.dll
0x000000001eabd070     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_932.NLS
0x000000001ead13e0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001ead1850      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\scecli.dll
0x000000001ead2730      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ubpm.dll
0x000000001eae8300      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000001eae8c00      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001eae8d50      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nlaapi.dll
0x000000001eaf5420     16      0 R--rwd \Device\HarddiskVolume2\Windows\System32\IDStore.dll
0x000000001eaf8900      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\SPInf.dll
0x000000001eaf8f20     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\svchost.exe
0x000000001eaf9540     13      0 R--r-d \Device\HarddiskVolume2\Program Files\Windows Sidebar\sbdrop.dll
0x000000001eaf9690      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000001eafc670      1      1 ------ \Device\NamedPipe\plugplay
0x000000001eafca50      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\devrtl.dll
0x000000001eb021b0      2      0 R--rwd \Device\HarddiskVolume2\Users\Jean\Saved Games\desktop.ini
0x000000001eb02300      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\userenv.dll
0x000000001eb02680      1      1 ------ \Device\NamedPipe\plugplay
0x000000001eb027d0      2      1 ------ \Device\NamedPipe\plugplay
0x000000001eb08070      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\umpo.dll
0x000000001eb0bbd0      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\powrprof.dll
0x000000001eb0e070      2      1 ------ \Device\Afd\Endpoint
0x000000001eb0edc0     14      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\oleaut32.dll
0x000000001eb1a220     13      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\api-ms-win-crt-environment-l1-1-0.dll
0x000000001eb1c8d0      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000001eb1dc00     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\VBoxService.exe
0x000000001eb1fb20     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\version.dll
0x000000001eb203f0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mpr.dll
0x000000001eb22500      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000001eb272c0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\winnsi.dll
0x000000001eb27c00     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\IPHLPAPI.DLL
0x000000001eb2a200     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cscapi.dll
0x000000001eb2c790     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ntmarta.dll
0x000000001eb31600     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\x86_microsoft.windows.systemcompatible_6595b64144ccf1df_6.0.7600.16385_none_49adccbde8169a03.manifest
0x000000001eb33290     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\WSHTCPIP.DLL
0x000000001eb333e0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\VBoxHook.dll
0x000000001eb33f20     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wtsapi32.dll
0x000000001eb34700      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
